X,Y,id,origine,nature,toponyme,importance,icon_url
55.5461731798092,-21.3128457399214,PAICULOI0000000002081957,Terrain,Camping,NR,NR,./0.png
55.222426149182,-21.0692621007572,PAICULOI0000000001757129,Orthophotographie,Camping,NR,NR,./0.png
55.5195402700986,-21.0655751624385,PAICULOI0000000002305029,Orthophotographie,NR,NR,NR,./0.png
55.4795462089115,-21.3437743735901,PAICULOI0000000002305030,Orthophotographie,NR,NR,NR,./0.png
55.5325002104182,-20.8936627562749,PAICULOI0000000002305031,Orthophotographie,NR,NR,NR,./0.png
55.6237882664062,-21.1374896513767,PAICULOI0000000002305032,Orthophotographie,NR,NR,NR,./0.png
55.6019715391483,-20.9018912638537,PAICULOI0000000002305033,Orthophotographie,NR,NR,NR,./0.png
55.6763374957508,-20.9942498513811,PAICULOI0000000002305034,Orthophotographie,NR,NR,NR,./0.png
55.5742576399249,-21.2023894100904,PAICULOI0000000002305035,Orthophotographie,NR,NR,NR,./0.png
55.471669574847,-21.1331480065489,PAICULOI0000000002305036,Orthophotographie,NR,NR,NR,./0.png
55.7673898147143,-21.3593312598309,PAICULOI0000000002305037,Orthophotographie,NR,NR,NR,./0.png
55.2876360545819,-21.1653655032925,PAICULOI0000000002305039,Orthophotographie,NR,NR,NR,./0.png
55.2260787381677,-21.0523249122962,PAICULOI0000000002305040,Orthophotographie,NR,NR,NR,./0.png
55.6580020747305,-20.949792710422,PAICULOI0000000002305042,Orthophotographie,NR,NR,NR,./0.png
55.3338837714191,-21.2641290137662,PAICULOI0000000002305044,Orthophotographie,NR,NR,NR,./0.png
55.5471420206527,-21.367846033413,PAICULOI0000000002305045,Orthophotographie,NR,NR,NR,./0.png
55.4699892832518,-21.2490846695765,PAICULOI0000000002305046,Orthophotographie,NR,NR,NR,./0.png
55.3339979676065,-20.9356670800364,PAICULOI0000000002305047,Orthophotographie,NR,NR,NR,./0.png
55.7432364493882,-21.080153249474,PAICULOI0000000002305048,Orthophotographie,NR,NR,NR,./0.png
55.4475515050255,-20.876515984428,PAICULOI0000000002305049,Orthophotographie,NR,NR,NR,./0.png
55.4487400556103,-20.8754301270838,PAICULOI0000000002305050,Orthophotographie,NR,NR,NR,./0.png
55.7428954838974,-21.3640413829962,PAICULOI0000000002305051,Orthophotographie,Espace public,NR,NR,./0.png
55.451088414593,-20.8869291143263,PAICULOI0000000002305054,Terrain,Espace public,NR,NR,./0.png
55.2276346504908,-21.0802556347014,PAICULOI0000000002305055,Orthophotographie,Mus̩e,NR,NR,./0.png
55.5611523532577,-21.3591368158107,PAICULOI0000000002305056,Orthophotographie,Mus̩e,NR,NR,./0.png
55.4711854768792,-21.1378227869629,PAICULOI0000000002305058,Terrain,Mus̩e,NR,NR,./0.png
55.308768948936,-20.9490944821485,PAICULOI0000000002305059,Orthophotographie,Mus̩e,NR,NR,./0.png
55.7147195281943,-21.0359888897158,PAICULOI0000000002082665,Terrain,Espace public,NR,NR,./0.png
55.4516270187225,-20.8874597307557,PAICULOI0000000000384494,Orthophotographie,Mus̩e,NR,NR,./0.png
55.3522412984022,-21.0502986925209,PAICULOI0000000001656468,BDNyme,Mus̩e,maison du g̩ranium,"8",./0.png
55.3708452322804,-21.2684729492394,PAICULOI0000000001756926,Terrain,Construction,NR,NR,./0.png
55.282128258149,-21.2028493381162,PAICULOI0000000001698145,Terrain,Mus̩e,NR,NR,./0.png
55.5884880133304,-20.9049295572437,PAICULOI0000000001698129,BDNyme,Espace public,le grand hazier,"7",./0.png
55.7668675738974,-21.3597393627149,PAICULOI0000000001698094,Orthophotographie,Mus̩e,NR,NR,./0.png
55.4113657894503,-21.2669404657515,PAICULOI0000000001697951,Orthophotographie,Mus̩e,NR,NR,./0.png
55.4241899024663,-20.8886895718218,PAICULOI0000000001697692,Orthophotographie,Espace public,NR,NR,./0.png
55.4554733851869,-20.8937013044172,PAICULOI0000000001697690,Orthophotographie,Mus̩e,NR,NR,./0.png
55.5182196994549,-21.0651083629858,PAICULOI0000000001697652,BDNyme,NR,villa folio,"8",./0.png
55.4330624617563,-21.3004088970487,PAICULOI0000000001697608,Orthophotographie,Espace public,NR,NR,./0.png
55.4653356179419,-21.3128772966727,PAICULOI0000000001091784,Orthophotographie,Mus̩e,NR,NR,./0.png
55.3022607956075,-20.9434132639211,PAICULOI0000000000570252,BDNyme,Espace public,le parc bois̩,"8",./0.png
55.607810179486,-21.3266697130005,PAICULOI0000000000008376,BDNyme,Mus̩e,maison du curcuma,"8",./0.png
55.2961786615136,-21.1368078748598,PAICULOI0000000000008357,BDTopo,Espace public,conservatoire botanique de mascarin,"8",./0.png
55.2952107556802,-21.2025528655411,PAICULOI0000000000008364,BDTopo,Mus̩e,mus̩e stella matutina,"7",./0.png
55.3553727096251,-21.2683289335725,PAICULOI0000000000570253,BDNyme,Espace public,jardin d'oiseaux,"8",./0.png
55.2301889288718,-21.0769918124338,PAICULOI0000000001698161,Orthophotographie,Espace public,NR,NR,./0.png
55.2637568918193,-21.0559316070258,PAICULOI0000000000008349,BDTopo,Mus̩e,NR,NR,./0.png
55.44979139139,-20.8836861517074,PAICULOI0000000000008342,BDTopo,Mus̩e,NR,NR,./0.png
55.3528871197254,-21.2684491713918,PAICULOI0000000000008370,BDTopo,Parc zoologique,NR,NR,./0.png
55.5900976961407,-21.3757713701397,PAICULOI0000000002322460,Orthophotographie,NR,NR,NR,./0.png
